market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
6.0,2015-02-09 05:41:26,2015-02-09 06:04:36,1151,pizza,1.0,1,1290,1,1140,1140,,,,446,457.0
6.0,2015-01-24 01:43:48,2015-01-24 02:37:30,1151,pizza,1.0,5,4994,5,409,1585,,,,446,808.0
6.0,2015-02-12 01:55:48,2015-02-12 02:43:27,1151,pizza,1.0,2,3790,2,1140,1585,,,,446,416.0
1.0,2015-02-09 02:03:51,2015-02-09 03:02:51,1151,asian,4.0,3,3305,3,405,1450,,,,446,341.0
6.0,2015-01-31 00:33:27,2015-01-31 01:07:32,1151,pizza,1.0,2,2410,2,405,1285,,,,446,820.0
6.0,2015-02-09 02:47:50,2015-02-09 03:27:42,1151,pizza,1.0,2,3380,2,1295,1585,,,,446,219.0
6.0,2015-02-16 03:30:15,2015-02-16 04:16:10,1151,pizza,1.0,2,2625,2,540,1585,,,,446,292.0
6.0,2015-01-25 22:51:32,2015-01-25 23:27:57,1151,pizza,1.0,1,1590,1,1140,1140,,,,446,293.0
6.0,2015-02-13 04:48:18,2015-02-13 05:19:30,1151,pizza,1.0,6,6344,6,329,1259,,,,446,89.0
6.0,2015-01-29 01:49:37,2015-01-29 02:56:45,1151,pizza,1.0,1,1550,1,1350,1350,,,,446,868.0
,2015-02-05 23:35:11,2015-02-06 00:40:55,5732,,4.0,3,1046,3,50,741,10.0,14.0,14.0,251,816.0
,2015-02-06 04:38:39,2015-02-06 05:07:51,606,,5.0,4,2960,4,175,995,60.0,44.0,49.0,251,985.0
1.0,2015-02-09 01:30:18,2015-02-09 02:22:17,4643,vietnamese,,3,2865,3,395,1275,9.0,9.0,11.0,446,724.0
6.0,2015-01-27 02:24:29,2015-01-27 03:03:23,451,cafe,1.0,1,775,1,695,695,,,,446,475.0
6.0,2015-02-15 18:27:08,2015-02-15 19:05:40,451,cafe,1.0,5,3685,5,355,795,,,,446,412.0
1.0,2015-02-16 00:26:18,2015-02-16 01:10:32,43,,1.0,2,1590,2,695,895,18.0,18.0,19.0,446,112.0
1.0,2015-02-10 03:15:02,2015-02-10 03:49:26,43,,1.0,3,4185,3,695,1595,21.0,21.0,25.0,446,702.0
1.0,2015-02-08 02:34:41,2015-02-08 03:20:12,43,,1.0,3,2885,3,695,895,24.0,24.0,32.0,446,463.0
1.0,2015-02-02 21:10:29,2015-02-02 22:03:56,43,,1.0,3,2985,3,395,1495,13.0,15.0,14.0,446,348.0
1.0,2015-01-30 21:59:05,2015-01-30 22:57:36,43,,1.0,2,1340,2,395,895,12.0,13.0,19.0,446,112.0
1.0,2015-02-04 00:04:25,2015-02-04 00:46:21,43,,1.0,4,1980,2,295,695,8.0,8.0,7.0,446,109.0
6.0,2015-02-15 02:02:45,2015-02-15 02:57:46,1908,turkish,1.0,5,4550,5,525,1550,,,,446,653.0
6.0,2015-02-07 02:01:26,2015-02-07 03:03:45,1908,turkish,1.0,6,5600,5,500,1450,,,,446,940.0
6.0,2015-02-14 23:56:50,2015-02-15 00:39:21,1908,turkish,4.0,5,3575,5,500,1375,,,,446,713.0
6.0,2015-02-08 21:36:29,2015-02-08 22:06:46,6030,latin-american,1.0,4,2031,4,359,1053,,,,446,791.0
6.0,2015-02-09 22:28:05,2015-02-09 22:57:53,6030,latin-american,1.0,8,2575,8,300,375,,,,446,93.0
6.0,2015-01-25 19:46:03,2015-01-25 20:16:36,6030,latin-american,1.0,4,1200,1,300,300,,,,446,515.0
6.0,2015-02-06 02:50:03,2015-02-06 03:39:06,6030,latin-american,1.0,3,1600,3,350,900,,,,446,713.0
,2015-02-10 04:40:09,2015-02-10 04:59:11,1869,,1.0,2,1295,2,300,995,42.0,52.0,66.0,446,449.0
,2015-01-26 03:57:19,2015-01-26 04:33:19,5200,pizza,,4,3400,3,400,1150,27.0,20.0,20.0,251,583.0
1.0,2015-02-05 02:06:56,2015-02-05 02:57:58,269,,5.0,1,1050,1,750,750,52.0,53.0,92.0,446,689.0
6.0,2015-02-05 04:14:35,2015-02-05 05:46:49,661,indian,1.0,4,1548,3,150,899,,,,446,321.0
6.0,2015-02-04 02:36:27,2015-02-04 03:19:04,661,indian,1.0,7,3243,5,199,1149,,,,446,728.0
6.0,2015-02-06 21:46:35,2015-02-06 22:16:40,661,indian,1.0,6,2944,6,199,1149,,,,446,331.0
6.0,2015-01-25 21:27:38,2015-01-25 22:12:36,661,indian,4.0,7,2596,3,150,1099,,,,446,179.0
6.0,2015-01-22 01:16:51,2015-01-22 01:45:32,661,indian,1.0,3,1248,3,150,899,,,,446,364.0
6.0,2015-02-14 21:46:40,2015-02-14 22:33:33,661,indian,1.0,6,2146,4,150,899,,,,446,314.0
,2015-02-16 02:44:02,2015-02-16 04:24:40,5173,chinese,,3,3000,3,600,1200,51.0,51.0,103.0,446,391.0
3.0,2015-01-26 04:40:32,2015-01-26 05:24:26,1407,,4.0,2,534,1,267,267,4.0,2.0,2.0,251,603.0
3.0,2015-02-15 20:51:00,2015-02-15 21:38:33,1407,,4.0,1,799,1,799,799,6.0,6.0,7.0,251,567.0
,2015-01-23 19:54:37,2015-01-23 20:24:57,522,mexican,1.0,7,5425,5,75,925,0.0,0.0,0.0,446,137.0
5.0,2015-02-03 01:28:32,2015-02-03 02:13:14,1262,barbecue,,4,3390,3,250,1495,14.0,10.0,20.0,251,226.0
,2015-02-10 22:56:09,2015-02-10 23:27:10,6870,asian,5.0,4,4945,4,950,1650,15.0,13.0,12.0,251,634.0
3.0,2015-02-06 01:51:55,2015-02-06 02:33:41,1988,indian,1.0,3,1997,3,399,999,,,,446,820.0
3.0,2015-02-08 02:03:45,2015-02-08 02:51:43,1988,indian,1.0,2,1998,1,999,999,,,,446,320.0
3.0,2015-02-15 01:58:42,2015-02-15 02:59:53,1988,indian,1.0,6,3795,5,0,1299,,,,446,512.0
2.0,2015-02-12 02:12:03,2015-02-12 02:40:47,6865,mexican,,6,4120,3,225,799,118.0,101.0,145.0,251,159.0
2.0,2015-02-01 02:21:21,2015-02-01 02:56:20,6865,,,2,1398,1,699,699,112.0,107.0,182.0,251,390.0
,2015-01-30 01:59:36,2015-01-30 02:45:54,4643,vietnamese,,3,3545,3,595,1575,8.0,7.0,9.0,446,414.0
1.0,2015-02-15 01:44:56,2015-02-15 02:32:56,43,,1.0,2,1390,2,295,595,24.0,22.0,19.0,446,859.0
1.0,2015-02-05 01:08:45,2015-02-05 01:54:14,43,,1.0,2,2190,2,795,1395,15.0,15.0,13.0,446,317.0
1.0,2015-02-16 01:34:44,2015-02-16 03:16:43,43,,1.0,2,2690,2,695,1495,16.0,16.0,32.0,446,498.0
1.0,2015-02-08 04:16:59,2015-02-08 05:45:19,43,,1.0,5,4130,5,250,1595,21.0,21.0,37.0,446,685.0
1.0,2015-01-26 03:59:00,2015-01-26 04:29:40,43,,1.0,3,3985,3,795,1795,21.0,12.0,11.0,446,258.0
1.0,2015-01-26 23:02:50,2015-01-26 23:43:54,43,,1.0,7,3627,6,235,1395,12.0,10.0,10.0,446,449.0
1.0,2015-02-02 00:36:25,2015-02-02 01:38:14,43,,1.0,3,2465,3,375,995,9.0,9.0,17.0,446,615.0
1.0,2015-01-23 00:44:09,2015-01-23 01:47:00,43,,1.0,4,2980,3,345,695,17.0,14.0,14.0,446,478.0
1.0,2015-01-22 05:01:11,2015-01-22 05:27:53,43,,,3,3785,3,695,1595,21.0,21.0,26.0,446,201.0
1.0,2015-02-12 01:08:56,2015-02-12 01:57:49,43,,1.0,2,2833,2,794,1284,18.0,14.0,18.0,446,803.0
1.0,2015-02-05 19:34:05,2015-02-05 20:29:09,43,,1.0,4,4764,4,379,1595,14.0,14.0,14.0,446,725.0
1.0,2015-02-16 01:39:16,2015-02-16 02:59:11,43,,1.0,3,2535,3,345,1495,17.0,17.0,34.0,446,254.0
1.0,2015-02-09 19:51:41,2015-02-09 21:07:09,43,,1.0,5,6775,2,695,1395,13.0,13.0,18.0,446,496.0
1.0,2015-01-27 19:05:18,2015-01-27 19:39:34,43,,1.0,2,2090,2,695,1395,5.0,3.0,3.0,446,676.0
1.0,2015-02-04 03:17:07,2015-02-04 03:58:57,43,,1.0,6,4225,4,295,1595,25.0,25.0,36.0,446,346.0
1.0,2015-02-08 21:00:12,2015-02-08 22:02:49,43,,1.0,6,7063,5,595,1395,19.0,13.0,10.0,446,903.0
1.0,2015-02-03 01:16:38,2015-02-03 02:07:12,43,,1.0,4,3680,4,595,795,19.0,19.0,16.0,446,628.0
1.0,2015-02-08 00:10:17,2015-02-08 01:03:24,43,,1.0,2,1790,2,595,695,11.0,11.0,8.0,446,706.0
1.0,2015-01-21 21:33:24,2015-01-21 22:06:48,43,,4.0,1,1585,1,1490,1490,23.0,22.0,21.0,446,873.0
1.0,2015-02-16 22:32:06,2015-02-16 23:28:13,43,,1.0,5,4375,5,595,1595,12.0,12.0,11.0,446,259.0
1.0,2015-01-30 03:43:24,2015-01-30 04:07:57,43,,1.0,4,2355,3,235,1395,24.0,27.0,35.0,446,288.0
1.0,2015-02-10 19:48:29,2015-02-10 21:01:15,43,,1.0,1,1395,1,1395,1395,12.0,13.0,15.0,446,425.0
1.0,2015-01-23 02:00:54,2015-01-23 02:44:50,43,,1.0,3,2769,3,379,1195,23.0,23.0,21.0,446,805.0
6.0,2015-02-18 02:39:39,2015-02-18 03:12:42,3141,fast,4.0,5,2132,5,165,575,,,,251,418.0
6.0,2015-01-22 02:21:43,2015-01-22 03:19:27,3141,fast,4.0,3,1023,2,50,767,,,,0,403.0
2.0,2015-01-28 22:16:54,2015-01-28 23:29:53,3141,french,1.0,14,5007,3,128,511,,,,251,887.0
6.0,2015-01-23 02:45:16,2015-01-23 03:34:45,3141,mexican,4.0,2,356,2,152,165,,,,251,895.0
6.0,2015-02-10 21:13:06,2015-02-10 21:46:22,3141,fast,4.0,5,1932,5,165,767,,,,251,414.0
6.0,2015-02-05 21:34:30,2015-02-05 22:07:24,3141,fast,4.0,12,4465,7,127,856,,,,251,151.0
6.0,2015-01-29 05:05:04,2015-01-29 05:26:04,3141,fast,4.0,6,896,4,0,640,,,,251,474.0
6.0,2015-01-30 02:34:48,2015-01-30 03:04:33,3141,fast,4.0,6,871,6,0,400,,,,251,427.0
2.0,2015-02-13 02:26:48,2015-02-13 03:09:16,3141,seafood,5.0,10,612,4,0,319,,,,251,413.0
6.0,2015-02-02 00:18:25,2015-02-02 00:57:39,3141,fast,4.0,8,1632,7,0,575,,,,251,371.0
6.0,2015-01-30 20:15:19,2015-01-30 21:10:30,3141,fast,4.0,1,856,1,856,856,,,,251,425.0
3.0,2015-01-27 16:14:12,2015-01-27 18:23:47,3141,breakfast,3.0,11,2095,3,115,370,,,,251,439.0
6.0,2015-01-30 01:56:21,2015-01-30 02:32:09,3141,fast,4.0,29,4048,12,0,1151,,,,251,474.0
6.0,2015-01-23 03:05:55,2015-01-23 03:42:22,3141,fast,4.0,10,908,7,0,400,,,,251,427.0
6.0,2015-01-22 03:02:38,2015-01-22 03:55:20,3141,fast,4.0,1,741,1,741,741,,,,251,407.0
6.0,2015-01-21 19:38:02,2015-01-21 20:08:20,3141,fast,4.0,4,1033,4,50,485,,,,251,403.0
6.0,2015-01-24 03:44:57,2015-01-24 04:39:20,3141,fast,4.0,8,869,3,0,640,,,,251,441.0
6.0,2015-01-31 20:24:50,2015-01-31 21:07:20,3141,fast,4.0,13,4389,8,128,600,,,,251,149.0
6.0,2015-01-27 19:31:11,2015-01-27 19:56:33,3141,fast,4.0,3,829,3,165,383,,,,251,557.0
6.0,2015-02-04 00:18:15,2015-02-04 00:49:41,3141,fast,4.0,3,804,3,0,575,,,,251,371.0
6.0,2015-02-17 17:05:17,2015-02-17 18:17:05,3141,fast,4.0,1,536,1,536,536,,,,251,475.0
6.0,2015-02-15 20:31:34,2015-02-15 21:07:06,6030,latin-american,1.0,3,1750,2,350,1050,,,,446,791.0
6.0,2015-02-08 18:25:47,2015-02-08 18:53:39,6030,sandwich,1.0,3,1275,3,175,800,,,,446,720.0
6.0,2015-02-08 03:14:06,2015-02-08 04:10:30,6030,latin-american,1.0,3,900,2,300,300,,,,446,432.0
6.0,2015-02-13 03:23:20,2015-02-13 04:06:46,6030,latin-american,1.0,5,1600,2,300,350,,,,446,701.0
6.0,2015-02-13 19:37:16,2015-02-13 20:21:06,6030,latin-american,1.0,4,2900,4,275,1100,,,,446,889.0
3.0,2015-02-06 04:10:55,2015-02-06 05:00:26,3187,seafood,2.0,1,1099,1,1099,1099,,,,251,656.0
3.0,2015-02-04 23:19:51,2015-02-05 00:15:52,3187,seafood,2.0,2,998,1,499,499,,,,251,686.0
3.0,2015-01-26 22:35:31,2015-01-26 23:16:17,3187,seafood,2.0,1,1099,1,899,899,,,,251,568.0
3.0,2015-01-24 02:43:14,2015-01-24 03:22:56,3187,seafood,2.0,3,2523,3,225,899,,,,251,725.0
3.0,2015-01-30 20:00:01,2015-01-30 20:53:28,3187,seafood,2.0,1,1299,1,1299,1299,,,,251,556.0
3.0,2015-02-13 19:31:36,2015-02-13 20:21:12,3187,seafood,2.0,3,2447,3,199,1049,,,,251,449.0
3.0,2015-01-22 21:04:24,2015-01-22 21:40:57,3187,seafood,2.0,2,2298,2,1099,1199,,,,251,433.0
3.0,2015-01-28 23:47:45,2015-01-29 00:35:16,3187,seafood,2.0,2,998,1,499,499,,,,251,655.0
3.0,2015-01-31 02:30:53,2015-01-31 03:34:57,3187,seafood,2.0,2,1474,2,275,899,,,,251,237.0
3.0,2015-02-06 04:11:26,2015-02-06 04:42:19,3187,seafood,2.0,2,2298,2,899,1199,,,,251,425.0
3.0,2015-02-13 00:18:04,2015-02-13 01:19:51,3187,seafood,2.0,4,2572,4,199,1299,,,,251,712.0
3.0,2015-02-11 20:05:34,2015-02-11 21:04:20,3187,seafood,2.0,7,7619,5,225,1299,,,,251,424.0
3.0,2015-01-31 23:35:56,2015-02-01 00:09:59,3187,seafood,2.0,1,1399,1,1399,1399,,,,251,451.0
3.0,2015-01-21 23:35:13,2015-01-22 00:04:11,3187,seafood,2.0,1,1199,1,899,899,,,,251,451.0
3.0,2015-01-29 21:26:07,2015-01-29 22:02:33,3187,seafood,2.0,1,999,1,899,899,,,,251,416.0
3.0,2015-01-28 19:57:58,2015-01-28 20:19:21,3187,seafood,2.0,2,1324,2,275,1049,,,,251,348.0
3.0,2015-02-10 21:19:15,2015-02-10 21:56:23,3187,seafood,2.0,2,2398,1,899,899,,,,251,414.0
3.0,2015-02-13 01:40:09,2015-02-13 02:23:08,3187,seafood,2.0,4,4196,4,799,899,,,,251,397.0
3.0,2015-02-07 03:40:03,2015-02-07 04:21:10,6247,,4.0,3,897,1,299,299,23.0,26.0,28.0,251,454.0
,2015-02-17 21:34:50,2015-02-17 22:02:06,538,chinese,3.0,2,1500,2,700,700,71.0,62.0,84.0,251,430.0
1.0,2015-02-11 19:35:29,2015-02-11 20:31:31,6734,burger,1.0,4,3200,2,350,1250,,,,446,
,2015-01-23 03:02:26,2015-01-23 03:35:34,6734,,5.0,5,7250,4,1025,1475,64.0,64.0,79.0,251,615.0
6.0,2015-01-28 19:27:07,2015-01-28 20:28:37,4623,vietnamese,3.0,9,8730,9,275,1125,,,,251,
6.0,2015-02-13 19:26:38,2015-02-13 20:02:43,4623,vietnamese,3.0,1,1050,1,975,975,,,,251,256.0
6.0,2015-01-28 22:13:38,2015-01-28 22:35:22,4623,vietnamese,3.0,1,1275,1,950,950,,,,251,425.0
6.0,2015-02-11 21:28:16,2015-02-11 22:04:34,4623,vietnamese,3.0,2,2090,2,995,1095,,,,251,561.0
6.0,2015-01-26 19:46:54,2015-01-26 21:24:05,4623,vietnamese,3.0,3,3140,3,995,1075,,,,251,753.0
6.0,2015-01-27 19:44:22,2015-01-27 20:09:01,4623,vietnamese,3.0,1,995,1,995,995,,,,251,346.0
6.0,2015-02-04 19:14:53,2015-02-04 20:25:25,4623,vietnamese,3.0,9,9850,8,925,1095,,,,251,1015.0
3.0,2015-01-26 05:12:02,2015-01-26 05:49:16,1988,indian,1.0,2,2998,1,1299,1299,,,,446,860.0
3.0,2015-02-03 19:29:03,2015-02-03 21:04:20,1988,indian,1.0,2,3087,2,1037,1419,,,,446,860.0
3.0,2015-02-16 02:04:18,2015-02-16 03:04:30,1988,indian,1.0,1,1499,1,1299,1299,,,,446,622.0
3.0,2015-01-31 00:32:05,2015-01-31 01:28:53,1988,indian,1.0,5,4995,5,399,1299,,,,446,690.0
,2015-01-31 05:05:50,2015-01-31 05:33:39,3800,,1.0,3,3685,2,1195,1295,3.0,4.0,6.0,446,271.0
5.0,2015-01-28 04:17:28,2015-01-28 05:00:54,5770,,1.0,1,1998,1,1399,1399,13.0,13.0,16.0,446,471.0
2.0,2015-01-29 21:21:50,2015-01-29 22:01:04,4657,burger,3.0,4,2216,2,229,779,63.0,47.0,50.0,251,
4.0,2015-01-25 01:35:58,2015-01-25 02:48:52,6281,,1.0,5,5750,5,795,1595,40.0,46.0,50.0,446,379.0
,2015-02-07 05:00:10,2015-02-07 06:07:59,6281,,1.0,1,1495,1,1495,1495,31.0,31.0,54.0,446,526.0
,2015-01-22 04:47:14,2015-01-22 05:30:20,3264,,3.0,4,2291,4,359,815,6.0,2.0,9.0,251,489.0
6.0,2015-01-23 01:08:43,2015-01-23 01:54:19,5254,pizza,5.0,1,2120,1,1595,1595,,,,251,331.0
6.0,2015-01-27 04:47:52,2015-01-27 05:42:51,5254,pizza,5.0,1,2285,1,1895,1895,,,,251,711.0
6.0,2015-02-03 03:07:09,2015-02-03 04:08:42,5254,pizza,5.0,1,1695,1,1695,1695,,,,251,236.0
6.0,2015-02-11 02:03:40,2015-02-11 02:57:29,5254,pizza,5.0,1,2995,1,2995,2995,,,,251,726.0
6.0,2015-02-16 03:55:47,2015-02-16 04:39:35,5254,pizza,5.0,1,2120,1,1595,1595,,,,251,208.0
6.0,2015-02-16 01:57:45,2015-02-16 02:53:06,5254,pizza,5.0,3,6409,3,1813,2598,,,,251,165.0
6.0,2015-02-09 01:14:44,2015-02-09 01:59:37,5254,pizza,5.0,3,2885,3,695,1295,,,,251,648.0
6.0,2015-01-22 04:04:16,2015-01-22 05:16:47,5254,pizza,5.0,1,2295,1,2295,2295,,,,251,494.0
6.0,2015-02-13 03:04:17,2015-02-13 04:12:13,5254,pizza,5.0,1,2895,1,2895,2895,,,,251,689.0
6.0,2015-02-14 22:42:11,2015-02-14 23:17:09,5254,pizza,5.0,1,995,1,995,995,,,,251,412.0
6.0,2015-01-31 05:14:07,2015-01-31 06:45:22,5254,pizza,5.0,4,4370,3,450,2995,,,,251,653.0
6.0,2015-02-15 02:05:59,2015-02-15 03:05:36,5254,pizza,5.0,2,2075,2,625,1295,,,,251,182.0
,2015-02-04 01:41:52,2015-02-04 02:14:29,606,,,2,2090,2,895,1195,87.0,85.0,125.0,251,743.0
6.0,2015-02-07 02:15:58,2015-02-07 02:54:23,407,japanese,3.0,1,1395,1,1395,1395,,,,251,361.0
6.0,2015-02-07 02:11:49,2015-02-07 03:06:28,407,japanese,3.0,2,2200,2,1100,1100,,,,251,770.0
6.0,2015-02-16 02:40:03,2015-02-16 03:17:53,407,japanese,3.0,3,1300,2,350,600,,,,251,205.0
6.0,2015-02-12 02:14:36,2015-02-12 03:47:04,407,japanese,3.0,3,2050,3,400,1150,,,,251,531.0
6.0,2015-01-27 01:16:07,2015-01-27 02:27:04,407,fast,5.0,7,8195,4,525,1395,,,,446,743.0
6.0,2015-02-15 05:00:42,2015-02-15 06:43:06,407,japanese,3.0,2,1100,2,350,750,,,,251,1014.0
6.0,2015-01-22 03:40:05,2015-01-22 04:31:05,407,japanese,1.0,3,2350,2,750,850,,,,446,981.0
6.0,2015-02-14 04:19:39,2015-02-14 05:06:27,407,japanese,3.0,4,2395,4,195,1350,,,,251,226.0
6.0,2015-02-17 21:16:26,2015-02-17 21:57:55,407,japanese,3.0,5,4320,5,525,1350,,,,251,724.0
6.0,2015-02-16 02:12:10,2015-02-16 02:48:52,407,japanese,3.0,9,8075,5,175,2500,,,,251,141.0
6.0,2015-02-12 19:26:09,2015-02-12 20:00:21,407,japanese,3.0,3,2285,3,295,995,,,,251,273.0
2.0,2015-02-15 02:51:31,2015-02-15 03:49:01,407,indian,4.0,4,3945,4,750,1350,,,,251,769.0
6.0,2015-02-17 01:59:53,2015-02-17 02:39:45,407,japanese,3.0,3,3975,3,1125,1500,,,,251,604.0
5.0,2015-02-16 21:20:45,2015-02-16 21:57:04,407,,3.0,2,1350,2,400,950,,,,251,560.0
6.0,2015-02-16 04:18:49,2015-02-16 05:08:37,407,japanese,3.0,2,1400,2,550,850,,,,251,762.0
6.0,2015-02-13 03:00:52,2015-02-13 03:54:28,407,japanese,3.0,2,1700,2,450,1250,,,,251,378.0
6.0,2015-02-17 02:32:51,2015-02-17 03:14:49,407,japanese,3.0,6,2880,4,195,1395,,,,251,245.0
6.0,2015-02-16 02:34:18,2015-02-16 03:19:19,407,japanese,3.0,4,3590,4,195,1295,,,,251,263.0
6.0,2015-02-05 04:49:17,2015-02-05 05:55:57,407,japanese,3.0,2,1745,2,750,995,,,,251,373.0
6.0,2015-02-18 04:57:21,2015-02-18 05:25:04,407,japanese,3.0,1,850,1,850,850,,,,251,538.0
6.0,2015-02-09 20:16:50,2015-02-09 21:06:21,3141,fast,4.0,2,714,2,204,472,,,,251,136.0
6.0,2015-02-15 22:18:52,2015-02-15 23:07:28,3141,fast,4.0,3,1289,3,165,767,,,,251,291.0
6.0,2015-02-02 23:45:34,2015-02-03 00:38:21,250,,3.0,6,1675,5,200,275,,,,251,103.0
6.0,2015-02-05 20:41:02,2015-02-05 21:33:48,250,,3.0,4,1023,4,199,350,,,,251,709.0
,2015-02-05 03:09:36,2015-02-05 04:13:07,5999,peruvian,2.0,3,2073,3,299,1299,52.0,53.0,106.0,251,820.0
4.0,2015-01-29 17:48:11,2015-01-29 18:26:21,4495,breakfast,1.0,2,1045,2,295,750,6.0,4.0,4.0,446,
2.0,2015-01-29 02:02:29,2015-01-29 02:44:55,1869,,1.0,4,4080,4,795,1295,101.0,100.0,136.0,446,
4.0,2015-02-13 02:19:38,2015-02-13 03:06:58,538,chinese,,7,5300,6,600,800,110.0,108.0,178.0,251,652.0
4.0,2015-02-06 03:23:00,2015-02-06 03:56:02,538,,3.0,2,1400,2,600,800,130.0,79.0,132.0,251,745.0
3.0,2015-02-16 00:20:18,2015-02-16 00:54:10,3683,mexican,1.0,2,1134,2,185,949,,,,446,216.0
3.0,2015-01-29 04:36:05,2015-01-29 05:19:08,3683,mexican,1.0,2,1398,2,629,769,,,,446,713.0
3.0,2015-01-24 18:18:30,2015-01-24 19:12:32,3683,mexican,1.0,2,1398,2,629,769,,,,446,713.0
4.0,2015-02-07 02:16:06,2015-02-07 03:23:15,6868,,5.0,1,1995,1,895,895,132.0,88.0,162.0,251,805.0
4.0,2015-02-17 01:59:08,2015-02-17 02:33:55,4428,,3.0,5,4595,5,495,2300,100.0,97.0,146.0,251,654.0
1.0,2015-01-25 23:38:38,2015-01-26 00:13:36,6734,burger,,2,2025,2,775,1250,18.0,23.0,32.0,251,133.0
6.0,2015-02-03 04:02:41,2015-02-03 04:36:14,114,thai,3.0,1,1300,1,1300,1300,,,,251,758.0
2.0,2015-01-31 03:32:55,2015-01-31 04:33:46,114,chinese,5.0,5,4950,5,800,1300,,,,251,786.0
6.0,2015-01-29 04:58:25,2015-01-29 05:15:22,114,thai,3.0,3,2100,3,350,950,,,,251,103.0
6.0,2015-02-09 04:07:33,2015-02-09 04:36:21,114,thai,3.0,2,2050,2,950,1100,,,,251,724.0
6.0,2015-02-05 21:27:00,2015-02-05 21:45:11,114,thai,3.0,1,900,1,900,900,,,,251,205.0
6.0,2015-01-29 01:53:57,2015-01-29 02:22:32,114,thai,3.0,12,6700,7,275,975,,,,251,97.0
6.0,2015-02-05 03:37:03,2015-02-05 04:25:29,114,thai,3.0,2,1900,2,800,1000,,,,251,119.0
6.0,2015-01-31 03:35:23,2015-01-31 04:28:56,114,thai,3.0,4,3445,4,275,1395,,,,251,665.0
6.0,2015-02-03 02:38:29,2015-02-03 03:09:54,114,thai,3.0,1,900,1,900,900,,,,251,163.0
6.0,2015-01-25 19:58:31,2015-01-25 20:25:08,114,thai,3.0,3,2650,3,800,950,,,,251,670.0
6.0,2015-02-05 05:39:13,2015-02-05 06:34:13,114,thai,3.0,2,1850,2,900,950,,,,251,728.0
6.0,2015-01-26 02:41:23,2015-01-26 02:58:43,114,thai,3.0,1,975,1,975,975,,,,251,99.0
6.0,2015-02-01 00:19:29,2015-02-01 00:41:43,114,thai,3.0,3,2325,3,275,1100,,,,251,500.0
6.0,2015-02-01 03:31:48,2015-02-01 04:44:42,114,thai,3.0,4,3600,4,800,975,,,,251,165.0
6.0,2015-02-02 20:14:57,2015-02-02 21:08:46,114,thai,3.0,1,900,1,900,900,,,,251,561.0
6.0,2015-02-01 02:49:11,2015-02-01 03:23:58,114,thai,3.0,5,4575,5,800,1100,,,,251,550.0
6.0,2015-01-24 23:38:55,2015-01-25 00:14:52,114,thai,3.0,3,2750,2,800,975,,,,251,493.0
4.0,2015-01-29 19:31:59,2015-01-29 20:17:44,385,burger,2.0,5,3625,5,250,900,36.0,36.0,50.0,251,
,2015-01-31 01:25:41,2015-01-31 02:50:25,459,,,3,3650,3,750,1700,92.0,87.0,124.0,251,655.0
,2015-02-18 04:18:08,2015-02-18 05:36:54,4619,,,3,3127,3,949,1099,63.0,60.0,83.0,251,712.0
6.0,2015-02-12 04:56:27,2015-02-12 05:33:00,5647,american,1.0,3,6500,3,1400,3300,,,,446,339.0
1.0,2015-01-23 20:15:58,2015-01-23 21:06:19,6335,mediterranean,5.0,2,955,2,185,695,,,,251,66.0
5.0,2015-02-09 02:46:03,2015-02-09 03:21:30,6440,indian,,1,1300,1,1300,1300,22.0,20.0,32.0,251,189.0
6.0,2015-02-03 23:27:45,2015-02-03 23:59:15,5254,pizza,5.0,2,1360,2,365,995,,,,251,407.0
6.0,2015-02-15 20:49:26,2015-02-15 21:36:48,5254,pizza,5.0,1,2395,1,2395,2395,,,,251,623.0
6.0,2015-01-26 00:00:15,2015-01-26 01:40:07,5254,pizza,5.0,6,10370,4,895,2795,,,,251,721.0
6.0,2015-01-25 04:35:24,2015-01-25 05:21:06,5254,pizza,5.0,1,2090,1,1895,1895,,,,251,227.0
6.0,2015-02-08 05:15:51,2015-02-08 05:40:00,5254,pizza,5.0,1,1945,1,1595,1595,,,,251,172.0
6.0,2015-02-11 03:43:54,2015-02-11 04:20:12,5254,pizza,5.0,2,2970,2,475,2495,,,,251,211.0
6.0,2015-02-18 04:00:11,2015-02-18 04:53:34,5254,pizza,5.0,3,3835,3,365,2995,,,,251,655.0
6.0,2015-02-05 03:46:50,2015-02-05 05:30:59,5254,pizza,5.0,4,4445,3,450,2995,,,,251,653.0
6.0,2015-01-26 03:36:07,2015-01-26 04:18:16,5254,pizza,5.0,1,2095,1,2095,2095,,,,251,236.0
6.0,2015-01-27 04:33:11,2015-01-27 05:16:41,5254,pizza,5.0,1,2480,1,1895,1895,,,,251,603.0
6.0,2015-01-26 02:34:52,2015-01-26 03:13:54,5254,pizza,5.0,3,3885,2,895,995,,,,251,173.0
6.0,2015-02-15 01:37:44,2015-02-15 02:37:55,5254,pizza,5.0,2,2920,2,750,2095,,,,251,906.0
6.0,2015-02-08 03:23:05,2015-02-08 04:33:51,5254,pizza,5.0,2,3790,2,1695,1695,,,,251,139.0
